card_name,face_name,scryfall_id,set,collector_number,image_url
Dismantling Wave,,9db4c1ec-ddd6-4443-8d93-8628e67aa6bb,c20,25,https://cards.scryfall.io/normal/front/9/d/9db4c1ec-ddd6-4443-8d93-8628e67aa6bb.jpg?1783931228
Walk the Aeons,,9db567cf-3d26-4216-932b-53ca4cfeb5b7,tsp,93,https://cards.scryfall.io/normal/front/9/d/9db567cf-3d26-4216-932b-53ca4cfeb5b7.jpg?1783943237
"Jace, Wielder of Mysteries",,9db5ae90-f2ea-442b-b638-67bbc0423927,pwar,54s★,https://cards.scryfall.io/normal/front/9/d/9db5ae90-f2ea-442b-b638-67bbc0423927.jpg?1783933333
Blastoderm,,9db5d6c2-b11f-442a-b172-c0c99c9bec07,nem,102,https://cards.scryfall.io/normal/front/9/d/9db5d6c2-b11f-442a-b172-c0c99c9bec07.jpg?1783945818
Grotesque Mutation,,9db61b56-6bfb-448f-ae6d-932d96760917,j22,425,https://cards.scryfall.io/normal/front/9/d/9db61b56-6bfb-448f-ae6d-932d96760917.jpg?1783919000
Siege Modification,,9db61e5c-70dc-4df2-9783-eda5a33e5c6d,plst,AER-99,https://cards.scryfall.io/normal/front/9/d/9db61e5c-70dc-4df2-9783-eda5a33e5c6d.jpg?1783924038
Ichor Slick,,9db67828-5697-45fd-87db-ff27ef9cec5a,dmr,90,https://cards.scryfall.io/normal/front/9/d/9db67828-5697-45fd-87db-ff27ef9cec5a.jpg?1783918476
Mountain,,9db73fef-f5eb-4d98-aa11-117bbed46bbf,ddk,76,https://cards.scryfall.io/normal/front/9/d/9db73fef-f5eb-4d98-aa11-117bbed46bbf.jpg?1783940060
Undying Rage,,9db7aa92-d86a-4986-a661-f3025ca79d3d,cmr,205,https://cards.scryfall.io/normal/front/9/d/9db7aa92-d86a-4986-a661-f3025ca79d3d.jpg?1783928804
Verdant Sun's Avatar,,9dbb5b6a-dc74-4e3e-9de1-5b379abdf2b4,xln,213,https://cards.scryfall.io/normal/front/9/d/9dbb5b6a-dc74-4e3e-9de1-5b379abdf2b4.jpg?1783935717
Mortify,,9dbb8991-1b2c-4045-be1f-54286027d4a1,moc,337,https://cards.scryfall.io/normal/front/9/d/9dbb8991-1b2c-4045-be1f-54286027d4a1.jpg?1783917126
Revoke Existence,,9dbb9f86-f487-44b1-815f-30d87868b531,thb,34,https://cards.scryfall.io/normal/front/9/d/9dbb9f86-f487-44b1-815f-30d87868b531.jpg?1783931590
Runed Servitor,,9dbbbbf6-e3ed-4a36-bedf-11c3514ff965,roe,224,https://cards.scryfall.io/normal/front/9/d/9dbbbbf6-e3ed-4a36-bedf-11c3514ff965.jpg?1783941955
Training Grounds,,9dbc432e-c35c-4f8c-bbdd-068eaa468378,mat,109,https://cards.scryfall.io/normal/front/9/d/9dbc432e-c35c-4f8c-bbdd-068eaa468378.jpg?1783916476
Grixis Grimblade,,9dbcb812-15ad-4878-9968-cfa65a352703,arb,134,https://cards.scryfall.io/normal/front/9/d/9dbcb812-15ad-4878-9968-cfa65a352703.jpg?1783942412
Ghastly Discovery,,9dbd510a-d71f-4b0c-bc6c-e403f632cbdb,shm,39,https://cards.scryfall.io/normal/front/9/d/9dbd510a-d71f-4b0c-bc6c-e403f632cbdb.jpg?1783942761
Tegan Jovanka,,9dbdd3fe-7e86-408f-a787-e9dec27343ae,who,633,https://cards.scryfall.io/normal/front/9/d/9dbdd3fe-7e86-408f-a787-e9dec27343ae.jpg?1783914427
Spineless Thug,,9dc0450a-c0e5-4609-9873-6ae08e8b8545,9ed,165★,https://cards.scryfall.io/normal/front/9/d/9dc0450a-c0e5-4609-9873-6ae08e8b8545.jpg?1783943984
Dollhouse of Horrors,,9dc0fb9c-a8ad-4e63-aec5-591c48e5b788,pvow,255p,https://cards.scryfall.io/normal/front/9/d/9dc0fb9c-a8ad-4e63-aec5-591c48e5b788.jpg?1783924643
Resplendent Angel,,9dc18282-0c5c-46bb-9964-3dd55e238059,pm19,34p,https://cards.scryfall.io/normal/front/9/d/9dc18282-0c5c-46bb-9964-3dd55e238059.jpg?1783934455
Bound // Determined,,9dc20e14-e304-4c14-a87b-322a76e214d5,dis,149,https://cards.scryfall.io/normal/front/9/d/9dc20e14-e304-4c14-a87b-322a76e214d5.jpg?1783943387
The Bath Song,,9dc2521f-d9a5-4ae7-b5dc-bf0504e66345,ltr,491,https://cards.scryfall.io/normal/front/9/d/9dc2521f-d9a5-4ae7-b5dc-bf0504e66345.jpg?1783914150
Multiple Choice,,9dc26b17-fff6-4bd1-8fb6-736ba7babac7,stx,298,https://cards.scryfall.io/normal/front/9/d/9dc26b17-fff6-4bd1-8fb6-736ba7babac7.jpg?1783927258
Venomous Hierophant,,9dc2b661-2f42-419d-837f-bbf097c1153c,thb,122,https://cards.scryfall.io/normal/front/9/d/9dc2b661-2f42-419d-837f-bbf097c1153c.jpg?1783931557
Dreadmalkin,,9dc48d40-630b-4699-9cc9-5035313f538b,rvr,75,https://cards.scryfall.io/normal/front/9/d/9dc48d40-630b-4699-9cc9-5035313f538b.jpg?1783913327
Curse of Bloodletting,,9dc4ac6f-0005-47f8-bee9-10429cc542e4,dka,85,https://cards.scryfall.io/normal/front/9/d/9dc4ac6f-0005-47f8-bee9-10429cc542e4.jpg?1783940820
Razorfoot Griffin,,9dc4d69c-f61d-4122-9e0b-c88aa905d159,m10,25,https://cards.scryfall.io/normal/front/9/d/9dc4d69c-f61d-4122-9e0b-c88aa905d159.jpg?1783942399
Anzrag's Rampage,,9dc52b53-3e4f-4d7d-851f-86c6e0ac67b2,mkm,111,https://cards.scryfall.io/normal/front/9/d/9dc52b53-3e4f-4d7d-851f-86c6e0ac67b2.jpg?1783912887
"Neriv, Heart of the Storm",,9dc53504-0eab-4ed2-b498-d8a5267bd40f,tdm,314,https://cards.scryfall.io/normal/front/9/d/9dc53504-0eab-4ed2-b498-d8a5267bd40f.jpg?1783907247
Time Stretch,,9dc791fd-d49c-4c66-b8fb-6b54ce842e90,dmr,69,https://cards.scryfall.io/normal/front/9/d/9dc791fd-d49c-4c66-b8fb-6b54ce842e90.jpg?1783918486
Volcanic Island,,9dc7ab05-a5f5-4a02-87e7-3c47be35b5cb,2ed,287,https://cards.scryfall.io/normal/front/9/d/9dc7ab05-a5f5-4a02-87e7-3c47be35b5cb.jpg?1783948526
Ignition Team,,9dc89eb3-4497-4f05-8fed-d378b6e425ca,cns,34,https://cards.scryfall.io/normal/front/9/d/9dc89eb3-4497-4f05-8fed-d378b6e425ca.jpg?1783939373
Leafkin Druid,,9dc9111f-1ca6-4953-9f1e-cca55fa8c569,ncc,299,https://cards.scryfall.io/normal/front/9/d/9dc9111f-1ca6-4953-9f1e-cca55fa8c569.jpg?1783923245
Fungal Colossus,,9dc9559f-cece-4c85-807c-158291666007,eoe,184,https://cards.scryfall.io/normal/front/9/d/9dc9559f-cece-4c85-807c-158291666007.jpg?1783905938
Minotaur Abomination,,9dca75a1-443d-4f8e-b12b-2aada3a8e3e4,m14,107,https://cards.scryfall.io/normal/front/9/d/9dca75a1-443d-4f8e-b12b-2aada3a8e3e4.jpg?1783939921
Sylvan Tutor,,9dcad208-cbea-458f-af8d-6f5e9ec32df7,me4,169,https://cards.scryfall.io/normal/front/9/d/9dcad208-cbea-458f-af8d-6f5e9ec32df7.jpg?1783941423
Swamp,,9dcbc5f1-4f76-40b3-b149-e1342e94f989,pmps10,3,https://cards.scryfall.io/normal/front/9/d/9dcbc5f1-4f76-40b3-b149-e1342e94f989.jpg?1783942072
Blackblade Reforged,,9dccac19-a915-4189-beb8-5d279a15a54e,ss2,8,https://cards.scryfall.io/normal/front/9/d/9dccac19-a915-4189-beb8-5d279a15a54e.jpg?1783933056
Lord of Extinction,,9dcd19d9-2a84-4ae3-9cff-66c5b62c1440,puma,U23,https://cards.scryfall.io/normal/front/9/d/9dcd19d9-2a84-4ae3-9cff-66c5b62c1440.jpg?1783933742
Talisman of Conviction,,9dcd1b5d-e936-4b36-9d63-6efe14fa291d,soc,428,https://cards.scryfall.io/normal/front/9/d/9dcd1b5d-e936-4b36-9d63-6efe14fa291d.jpg?1783903711
Deathgreeter,,9dce12e4-4cb0-491d-8eae-d0c589f21a6e,ddd,33,https://cards.scryfall.io/normal/front/9/d/9dce12e4-4cb0-491d-8eae-d0c589f21a6e.jpg?1783942101
Seismic Elemental,,9dcec0d7-897e-4593-bd09-460207e28c90,jmp,362,https://cards.scryfall.io/normal/front/9/d/9dcec0d7-897e-4593-bd09-460207e28c90.jpg?1783930377
Island,,9dcfcd37-7c54-415e-86d0-6763bd71e209,ddi,43,https://cards.scryfall.io/normal/front/9/d/9dcfcd37-7c54-415e-86d0-6763bd71e209.jpg?1783940768
Cascading Cataracts,,9dd0d9c6-1482-48ff-a391-14f8d0b55926,prm,88412,https://cards.scryfall.io/normal/front/9/d/9dd0d9c6-1482-48ff-a391-14f8d0b55926.jpg?1783927920
Wurmcoil Engine,,9dd11f8d-1e60-4fd2-b805-75402e89be75,prm,82858,https://cards.scryfall.io/normal/front/9/d/9dd11f8d-1e60-4fd2-b805-75402e89be75.jpg?1783929755
Starnheim Aspirant,,9dd231f8-3675-4849-a9f7-66b9ba035c24,plst,KHM-380,https://cards.scryfall.io/normal/front/9/d/9dd231f8-3675-4849-a9f7-66b9ba035c24.jpg?1783925017
Uncovered Clues,,9dd24556-994f-4480-835e-11d4443f0700,dgm,19,https://cards.scryfall.io/normal/front/9/d/9dd24556-994f-4480-835e-11d4443f0700.jpg?1783940040
"Ms. Marvel, Kamala Khan",,9dd2d627-10fc-4045-8545-03bcf75e60ca,msh,67,https://cards.scryfall.io/normal/front/9/d/9dd2d627-10fc-4045-8545-03bcf75e60ca.jpg?1783902954
Plains,,9dd2d666-7c6b-48ce-93dc-c004ebdd1fe9,fin,294,https://cards.scryfall.io/normal/front/9/d/9dd2d666-7c6b-48ce-93dc-c004ebdd1fe9.jpg?1783906546
Island,,9dd30974-79d5-4ef9-a5e7-91532c2d6644,psal,H59,https://cards.scryfall.io/normal/front/9/d/9dd30974-79d5-4ef9-a5e7-91532c2d6644.jpg?1783943710
Mountain Goat,,9dd3c43f-c5ff-42ee-a220-82aa7aef88e7,sld,737,https://cards.scryfall.io/normal/front/9/d/9dd3c43f-c5ff-42ee-a220-82aa7aef88e7.jpg?1783915184
Furnace Whelp,,9dd3ee2b-581d-4f7f-bba0-840910cb74ab,arc,39,https://cards.scryfall.io/normal/front/9/d/9dd3ee2b-581d-4f7f-bba0-840910cb74ab.jpg?1783941909
Sword of Vengeance,,9dd53110-bb42-4c42-851f-d2688c7c17a2,plst,M11-216,https://cards.scryfall.io/normal/front/9/d/9dd53110-bb42-4c42-851f-d2688c7c17a2.jpg?1783924599
Waterwhirl,,9dd58503-d269-4756-a71c-a6a2bfb1658d,ktk,60,https://cards.scryfall.io/normal/front/9/d/9dd58503-d269-4756-a71c-a6a2bfb1658d.jpg?1783939083
Blight Pile,,9dd5bcec-b766-41cd-8809-eeec7e31b39c,tdc,174,https://cards.scryfall.io/normal/front/9/d/9dd5bcec-b766-41cd-8809-eeec7e31b39c.jpg?1783907093
Rain of Gore,,9dd62003-e345-48b6-9f93-fc111924c318,dis,126,https://cards.scryfall.io/normal/front/9/d/9dd62003-e345-48b6-9f93-fc111924c318.jpg?1783943395
The Vegetable Car,,9dd68ae8-6df7-4697-bed8-b8c50e51689e,unk,RZ02,https://cards.scryfall.io/normal/front/9/d/9dd68ae8-6df7-4697-bed8-b8c50e51689e.jpg?1783906114
Deep Water,,9dd6a230-6bc0-499c-b7fd-4aaa2569f98f,drk,23,https://cards.scryfall.io/normal/front/9/d/9dd6a230-6bc0-499c-b7fd-4aaa2569f98f.jpg?1783947945
Mountain,,9dd6bb74-b58b-4019-bfa4-7325d70a2fc2,dom,264,https://cards.scryfall.io/normal/front/9/d/9dd6bb74-b58b-4019-bfa4-7325d70a2fc2.jpg?1783934940
Lydia Frye,,9dd6c700-f961-484a-8fe2-57107f5b7717,acr,60,https://cards.scryfall.io/normal/front/9/d/9dd6c700-f961-484a-8fe2-57107f5b7717.jpg?1783910969
Giant Spider,,9dd711db-661d-4e2c-b817-0905e26ed929,4ed,249,https://cards.scryfall.io/normal/front/9/d/9dd711db-661d-4e2c-b817-0905e26ed929.jpg?1783947818
Leyline of Mutation,,9dd85c45-86e0-4238-9a92-611091dc3d8d,pdsk,188s,https://cards.scryfall.io/normal/front/9/d/9dd85c45-86e0-4238-9a92-611091dc3d8d.jpg?1783909321
Unhallowed Pact,,9dd86d89-22a8-4e27-9991-ef89837d0d83,ddr,64,https://cards.scryfall.io/normal/front/9/d/9dd86d89-22a8-4e27-9991-ef89837d0d83.jpg?1783937258
Greater Good,,9dd8b16f-3dfd-4e04-a2e9-ec87d0e007c9,msc,174,https://cards.scryfall.io/normal/front/9/d/9dd8b16f-3dfd-4e04-a2e9-ec87d0e007c9.jpg?1783903229
Elven Cache,,9dd8ccfe-9a64-4b5c-b7d7-a36ca99666ef,td0,A68,https://cards.scryfall.io/normal/front/9/d/9dd8ccfe-9a64-4b5c-b7d7-a36ca99666ef.jpg?1783941603
Illusionist's Bracers,,9dd8d940-a973-4469-bf78-90318d98f3ab,rvr,260,https://cards.scryfall.io/normal/front/9/d/9dd8d940-a973-4469-bf78-90318d98f3ab.jpg?1783913261
Cosmic Spider-Man,,9dd96505-54a8-45bb-be06-430c250c646a,pspm,127s,https://cards.scryfall.io/normal/front/9/d/9dd96505-54a8-45bb-be06-430c250c646a.jpg?1783905200
Balustrade Spy,,9dd991a9-4a8f-4679-83ea-046c37d1b118,plst,IMA-80,https://cards.scryfall.io/normal/front/9/d/9dd991a9-4a8f-4679-83ea-046c37d1b118.jpg?1783932232
Cabaretti Courtyard,,9dda1e1c-b330-42e0-8547-97e2afc7615f,snc,249,https://cards.scryfall.io/normal/front/9/d/9dda1e1c-b330-42e0-8547-97e2afc7615f.jpg?1783923056
Earthcraft,,9dda7531-82a1-4f49-8858-601ddbc6e2bc,tmp,222,https://cards.scryfall.io/normal/front/9/d/9dda7531-82a1-4f49-8858-601ddbc6e2bc.jpg?1783946620
Giant Spectacle,,9ddb23a0-dda9-44f7-a71c-679a9f3d12a3,plst,KLD-116,https://cards.scryfall.io/normal/front/9/d/9ddb23a0-dda9-44f7-a71c-679a9f3d12a3.jpg?1783932147
Dai Li Agents,,9ddb8715-341b-400a-b6eb-f3f90518157c,tla,214,https://cards.scryfall.io/normal/front/9/d/9ddb8715-341b-400a-b6eb-f3f90518157c.jpg?1783904931
Izzet Signet,,9ddc741b-18d8-41b1-b61b-e2249cad8526,clb,863,https://cards.scryfall.io/normal/front/9/d/9ddc741b-18d8-41b1-b61b-e2249cad8526.jpg?1783922389
Grim Monolith,,9ddc9fe1-17c8-4e1d-aeb8-c4214e881280,ulg,126,https://cards.scryfall.io/normal/front/9/d/9ddc9fe1-17c8-4e1d-aeb8-c4214e881280.jpg?1783946223
Experimental Aviator,,9ddd283c-643a-449c-8cb6-178526d5476e,j25,309,https://cards.scryfall.io/normal/front/9/d/9ddd283c-643a-449c-8cb6-178526d5476e.jpg?1783908770
War Oracle,,9ddd34c4-b7ae-4605-afbe-5d18929c677e,pio,42,https://cards.scryfall.io/normal/front/9/d/9ddd34c4-b7ae-4605-afbe-5d18929c677e.jpg?1783908425
Old-Growth Troll,,9ddda844-96b6-4bc0-be4e-8cb12c84f630,pkhm,185p,https://cards.scryfall.io/normal/front/9/d/9ddda844-96b6-4bc0-be4e-8cb12c84f630.jpg?1783928021
Death's Shadow,,9ddf501c-af11-4e97-81f7-32c9ee384a27,mm3,64,https://cards.scryfall.io/normal/front/9/d/9ddf501c-af11-4e97-81f7-32c9ee384a27.jpg?1783936658
Brutalizer Exarch,,9ddfa4ed-70fb-4e25-875d-df0f973f7294,nph,105,https://cards.scryfall.io/normal/front/9/d/9ddfa4ed-70fb-4e25-875d-df0f973f7294.jpg?1783941304
Dreg Mangler,,9ddfb82c-3553-4d89-a57a-b16ab5e7cd73,ddj,56,https://cards.scryfall.io/normal/front/9/d/9ddfb82c-3553-4d89-a57a-b16ab5e7cd73.jpg?1783940402
Vedalken Infiltrator,,9ddfc6a8-7880-4810-8c0a-d9ea931138f2,mh2,73,https://cards.scryfall.io/normal/front/9/d/9ddfc6a8-7880-4810-8c0a-d9ea931138f2.jpg?1783926866
Expose Evil,,9de0341a-cd45-439c-adc2-8d24c47c4bd5,soi,19,https://cards.scryfall.io/normal/front/9/d/9de0341a-cd45-439c-adc2-8d24c47c4bd5.jpg?1783937818
Dismal Backwater,,9de0981e-54fc-4919-96a4-a9608a5452fc,iko,246,https://cards.scryfall.io/normal/front/9/d/9de0981e-54fc-4919-96a4-a9608a5452fc.jpg?1783931002
Tectonic Break,,9de0ee5d-10f6-4152-8416-1f2b749b439d,mmq,216,https://cards.scryfall.io/normal/front/9/d/9de0ee5d-10f6-4152-8416-1f2b749b439d.jpg?1783945933
Thalia and The Gitrog Monster,,9de1a4d5-87a9-459f-bad9-23837ca3da01,pmom,255s,https://cards.scryfall.io/normal/front/9/d/9de1a4d5-87a9-459f-bad9-23837ca3da01.jpg?1783916682
Dinotomaton,,9de1a93e-ec71-45fa-b0b8-2c21123e390c,lci,144,https://cards.scryfall.io/normal/front/9/d/9de1a93e-ec71-45fa-b0b8-2c21123e390c.jpg?1783913763
Storm Fleet Aerialist,,9de1acd5-bee4-48fe-951d-7936e20f0a71,xln,83,https://cards.scryfall.io/normal/front/9/d/9de1acd5-bee4-48fe-951d-7936e20f0a71.jpg?1783935769
"Student of Elements // Tobita, Master of Winds",,9de1eebf-5725-438c-bcf0-f3a4d8a89fb0,chk,93,https://cards.scryfall.io/normal/front/9/d/9de1eebf-5725-438c-bcf0-f3a4d8a89fb0.jpg?1783944320
Seasoned Marshal,,9de20845-06b7-4542-8d61-4b97309669f9,usg,44,https://cards.scryfall.io/normal/front/9/d/9de20845-06b7-4542-8d61-4b97309669f9.jpg?1783946367
Dire Fleet Daredevil,,9de2ad47-c6d5-4cd8-ae32-66ae167e25a0,otc,162,https://cards.scryfall.io/normal/front/9/d/9de2ad47-c6d5-4cd8-ae32-66ae167e25a0.jpg?1783911921
Wall of Omens,,9de38a06-7b5d-4358-99da-3266186c0144,sld,1518★,https://cards.scryfall.io/normal/front/9/d/9de38a06-7b5d-4358-99da-3266186c0144.jpg?1783913087
Guild Pact,,9de3d263-d2b4-4324-b792-ba269a054965,unk,RC01d,https://cards.scryfall.io/normal/front/9/d/9de3d263-d2b4-4324-b792-ba269a054965.jpg?1783912469
Coordinated Assault,,9de3eeae-22a5-4d9c-afd6-1cc441eb3a13,cn2,154,https://cards.scryfall.io/normal/front/9/d/9de3eeae-22a5-4d9c-afd6-1cc441eb3a13.jpg?1783937305
Mimic Match // Mimic Match (cont'd),Mimic Match,9de46c01-f2d9-44d4-af72-242b6283ec30,mclb,2,https://cards.scryfall.io/normal/front/9/d/9de46c01-f2d9-44d4-af72-242b6283ec30.jpg?1783922308
Mimic Match // Mimic Match (cont'd),Mimic Match (cont'd),9de46c01-f2d9-44d4-af72-242b6283ec30,mclb,2,https://cards.scryfall.io/normal/back/9/d/9de46c01-f2d9-44d4-af72-242b6283ec30.jpg?1783922308
Confusticate and Bebother,,9de48690-e5ae-495a-addf-305f1db7ec21,hob,35,https://cards.scryfall.io/normal/front/9/d/9de48690-e5ae-495a-addf-305f1db7ec21.jpg?1785496428
Slayer's Cleaver,,9de4a83a-3a0c-4174-ba65-a6e100383b32,emn,198,https://cards.scryfall.io/normal/front/9/d/9de4a83a-3a0c-4174-ba65-a6e100383b32.jpg?1783937422
Unholy Citadel,,9de534ff-fb48-4692-bd0f-dd237ca28502,leg,309,https://cards.scryfall.io/normal/front/9/d/9de534ff-fb48-4692-bd0f-dd237ca28502.jpg?1783948022
Soldevi Steam Beast,,9de5e730-1d5c-4326-b3fc-2f0f97edc07e,all,133b,https://cards.scryfall.io/normal/front/9/d/9de5e730-1d5c-4326-b3fc-2f0f97edc07e.jpg?1783947159
Glacial Floodplain,,9de5fadd-4559-479f-b45d-abe792f0f6e5,khm,257,https://cards.scryfall.io/normal/front/9/d/9de5fadd-4559-479f-b45d-abe792f0f6e5.jpg?1783928177
Crimson Manticore,,9de6ffe8-70af-4505-bc2d-b0113cd6db99,me3,94,https://cards.scryfall.io/normal/front/9/d/9de6ffe8-70af-4505-bc2d-b0113cd6db99.jpg?1783942218
Fae Offering,,9de8307a-7da3-4a4c-98dc-d6624b1f869d,mh2,158,https://cards.scryfall.io/normal/front/9/d/9de8307a-7da3-4a4c-98dc-d6624b1f869d.jpg?1783926830
Relentless Dead,,9de8a6ee-58b1-46b3-bda2-ed471d1e5572,sld,850,https://cards.scryfall.io/normal/front/9/d/9de8a6ee-58b1-46b3-bda2-ed471d1e5572.jpg?1783907946
Mountain // Mountain,Mountain,9de8de11-2e3b-4be7-89c6-690394ee813a,atla,53,https://cards.scryfall.io/normal/front/9/d/9de8de11-2e3b-4be7-89c6-690394ee813a.jpg?1783905050
Mountain // Mountain,Mountain,9de8de11-2e3b-4be7-89c6-690394ee813a,atla,53,https://cards.scryfall.io/normal/back/9/d/9de8de11-2e3b-4be7-89c6-690394ee813a.jpg?1783905050
Crocanura,,9de9515a-8845-4eba-922f-438dea46a22a,rvr,135,https://cards.scryfall.io/normal/front/9/d/9de9515a-8845-4eba-922f-438dea46a22a.jpg?1783913306
Ainok Bond-Kin,,9debad96-f691-4f02-8455-e400931e4d46,mic,78,https://cards.scryfall.io/normal/front/9/d/9debad96-f691-4f02-8455-e400931e4d46.jpg?1783925356
Forest,,9debce60-a026-4ba5-850d-fe26988d8802,psal,B58,https://cards.scryfall.io/normal/front/9/d/9debce60-a026-4ba5-850d-fe26988d8802.jpg?1783943714
Fastbond,,9ded52aa-67a2-4476-a278-1eea936b3248,sum,194,https://cards.scryfall.io/normal/front/9/d/9ded52aa-67a2-4476-a278-1eea936b3248.jpg?1783947976
Mechanical Glider,,9deda16b-ce26-4228-9bc2-28b7358d3f7c,tle,256,https://cards.scryfall.io/normal/front/9/d/9deda16b-ce26-4228-9bc2-28b7358d3f7c.jpg?1783904771
Qasali Ambusher,,9dedbed5-72d6-4eda-bf9c-ca3c61c53cc2,plst,ALA-184,https://cards.scryfall.io/normal/front/9/d/9dedbed5-72d6-4eda-bf9c-ca3c61c53cc2.jpg?1783910082
Plains,,9deeda0b-81f7-484d-a99d-0e7d2449d157,sld,1350,https://cards.scryfall.io/normal/front/9/d/9deeda0b-81f7-484d-a99d-0e7d2449d157.jpg?1783915192
Myr Convert,,9df0adcf-7ad0-4d70-8dcd-28f69471495b,one,234,https://cards.scryfall.io/normal/front/9/d/9df0adcf-7ad0-4d70-8dcd-28f69471495b.jpg?1783917989
Enervate,,9df15887-ead7-4218-a7aa-a149a04a4f64,me2,47,https://cards.scryfall.io/normal/front/9/d/9df15887-ead7-4218-a7aa-a149a04a4f64.jpg?1783942634
Flusterstorm,,9df19f7c-2922-4d71-999a-818ae69045c3,soa,83,https://cards.scryfall.io/normal/front/9/d/9df19f7c-2922-4d71-999a-818ae69045c3.jpg?1783903906
Bloodcrazed Socialite,,9df22639-7e98-43a1-801e-cbf882558c53,vow,288,https://cards.scryfall.io/normal/front/9/d/9df22639-7e98-43a1-801e-cbf882558c53.jpg?1783924769
"Errant, Street Artist",,9df2f7bd-2aa2-4ab4-b16a-557333efa02c,snc,444,https://cards.scryfall.io/normal/front/9/d/9df2f7bd-2aa2-4ab4-b16a-557333efa02c.jpg?1783922973
Galadhrim Bow,,9df34f21-798f-440d-8b09-ec5b5c0b8c12,ltr,167,https://cards.scryfall.io/normal/front/9/d/9df34f21-798f-440d-8b09-ec5b5c0b8c12.jpg?1783916269
Urza's Saga,,9df37469-6e2d-4783-aad3-c897ecbc967d,plst,MH2-259,https://cards.scryfall.io/normal/front/9/d/9df37469-6e2d-4783-aad3-c897ecbc967d.jpg?1783919922
"Invasion of Segovia // Caetus, Sea Tyrant of Segovia",Invasion of Segovia,9df3e743-7bb8-482a-afd1-4d51119d416c,mom,63,https://cards.scryfall.io/normal/front/9/d/9df3e743-7bb8-482a-afd1-4d51119d416c.jpg?1783917037
"Invasion of Segovia // Caetus, Sea Tyrant of Segovia","Caetus, Sea Tyrant of Segovia",9df3e743-7bb8-482a-afd1-4d51119d416c,mom,63,https://cards.scryfall.io/normal/back/9/d/9df3e743-7bb8-482a-afd1-4d51119d416c.jpg?1783917037
Abzan Runemark,,9df457a4-6329-4047-8b0d-391418000cb3,plst,FRF-3,https://cards.scryfall.io/normal/front/9/d/9df457a4-6329-4047-8b0d-391418000cb3.jpg?1783932449
All Will Be One // All Will Be One,All Will Be One,9df4b13d-ed3d-44f1-9c00-766cbe5a6ce9,aone,25,https://cards.scryfall.io/normal/front/9/d/9df4b13d-ed3d-44f1-9c00-766cbe5a6ce9.jpg?1783918239
All Will Be One // All Will Be One,All Will Be One,9df4b13d-ed3d-44f1-9c00-766cbe5a6ce9,aone,25,https://cards.scryfall.io/normal/back/9/d/9df4b13d-ed3d-44f1-9c00-766cbe5a6ce9.jpg?1783918239
Arcane Signet,,9df4b5a2-95bf-4268-9d75-6065176651d1,fic,334,https://cards.scryfall.io/normal/front/9/d/9df4b5a2-95bf-4268-9d75-6065176651d1.jpg?1785650657
Vampire Nocturnus,,9df4f1ea-dbaa-456c-884c-97f03b64fa17,m10,118,https://cards.scryfall.io/normal/front/9/d/9df4f1ea-dbaa-456c-884c-97f03b64fa17.jpg?1783942378
Brindle Shoat,,9df65dc7-b695-4b6e-970f-430718ba6238,pca,60,https://cards.scryfall.io/normal/front/9/d/9df65dc7-b695-4b6e-970f-430718ba6238.jpg?1783936829
Windbrisk Heights,,9df6a31a-5c49-4506-b8f8-84c9ab4a2ece,lrw,281,https://cards.scryfall.io/normal/front/9/d/9df6a31a-5c49-4506-b8f8-84c9ab4a2ece.jpg?1783942846
"The Master, Multiplied",,9df77bd5-9880-4813-b85e-fe157a7bea9e,who,1020,https://cards.scryfall.io/normal/front/9/d/9df77bd5-9880-4813-b85e-fe157a7bea9e.jpg?1783914296
Mind Rot,,9df7f95a-0629-4568-9f0a-9074daa0d743,ori,281,https://cards.scryfall.io/normal/front/9/d/9df7f95a-0629-4568-9f0a-9074daa0d743.jpg?1783938297
Brightcap Badger // Fungus Frolic,,9df82a20-309e-4581-9f3f-e9ba9250747b,blc,62,https://cards.scryfall.io/normal/front/9/d/9df82a20-309e-4581-9f3f-e9ba9250747b.jpg?1783910720
Grizzled Huntmaster,,9df8a3e1-fd9b-47ec-be06-9d363354ec76,ymid,49,https://cards.scryfall.io/normal/front/9/d/9df8a3e1-fd9b-47ec-be06-9d363354ec76.jpg?1783924537
Emeria Angel,,9df8f833-72c2-4169-915b-ae54925b2271,plst,ZEN-11,https://cards.scryfall.io/normal/front/9/d/9df8f833-72c2-4169-915b-ae54925b2271.jpg?1783929736
Swamp,,9df93f14-494f-4051-8a55-8d23eb2fc012,who,1161,https://cards.scryfall.io/normal/front/9/d/9df93f14-494f-4051-8a55-8d23eb2fc012.jpg?1783914247
Shakedown Heavy,,9df9c956-1774-40f1-a7dc-5eb40100d76d,psnc,95p,https://cards.scryfall.io/normal/front/9/d/9df9c956-1774-40f1-a7dc-5eb40100d76d.jpg?1783923435
Merry-Go-Round,,9df9d6db-5b97-464b-a880-364fa33567e8,unf,222a,https://cards.scryfall.io/normal/front/9/d/9df9d6db-5b97-464b-a880-364fa33567e8.jpg?1783920492
Manalith,,9dfba61f-9a6d-43e3-ad28-f74f737ef186,m19,239,https://cards.scryfall.io/normal/front/9/d/9dfba61f-9a6d-43e3-ad28-f74f737ef186.jpg?1783934511
